name,logFC,P.Value
TRIM66,1.370309763,0.00794163
HSPA14,1.31390965,0.007953062
TMSB15B,1.109332518,0.007960232
ZNF382,0.874671066,0.007973135
KHDC4,0.849325539,0.0079747
LGMN,0.948147461,0.00797494
BRD8,0.895311437,0.007994503
GLRX2,0.826740059,0.008006212
GPC1,0.6883479,0.008008564
BUD13,1.020763322,0.008027632
TFCP2,0.881220842,0.008037275
PFN1P2,1.554703987,0.008038726
HECTD3,0.729863803,0.008062407
LOC102724770,0.688638711,0.008068917
LOC100420800,1.4427615,0.00807193
DYNLT5,1.55302286,0.008076732
TTC5,0.76329812,0.008100619
SKOR1,1.197853145,0.008109614
AIMP2,0.842161977,0.008115297
P4HTM,0.714218978,0.008126957
RMND1,1.26346028,0.008140074
MACROH2A2,0.933736594,0.008145175
GOT1,1.205912017,0.008153597
CD27-AS1,0.661813758,0.008159163
RUSC2,0.640361506,0.008163636
FSTL4,0.964560219,0.008165121
RANBP1,0.713019634,0.008170538
RAB3C,1.302631286,0.008177078
MCTS1,1.078291137,0.008185193
CSMD3,1.297512627,0.008189952
SLC25A36,0.845583835,0.008193113
IFT88,1.075222788,0.00819973
CKMT1B,1.506943255,0.008205212
TBC1D9,0.985708797,0.008205386
SPTSSB,1.325903938,0.008211298
C17orf49,0.718273794,0.008215059
MIR4453HG,0.820505481,0.008236189
UBE2Q2L,1.027519302,0.008243546
LOC100422441,1.02000958,0.008259568
ATP6V1B2,1.128484513,0.008262516
TTC26,0.873302781,0.008262677
LOC155060,1.058992077,0.00826665
ERMARD,1.178860662,0.008294046
RPGRIP1L,1.009362113,0.008298955
OPALIN,1.401178888,0.00830395
UNC80,0.985399182,0.008304939
SMARCA4,0.544078948,0.008310863
STRCP1,1.479587644,0.008313458
UPP2,1.226617739,0.008322249
FEN1,1.177031852,0.008322796
RFC5,0.809070122,0.008335118
DDX51,0.845657217,0.008335619
MEPE,1.398907303,0.008338654
ZNF567-DT,0.77367675,0.008373216
SLC44A5,1.374905481,0.008379252
ABCF3,0.881727505,0.008381362
LINC02254,0.872614181,0.008385149
MMAB,0.691332931,0.008387213
ELAC2,0.80587982,0.008405718
MTHFSD,0.7965361,0.008406806
MAPRE3,0.862490581,0.008431047
APRT,0.583653905,0.008431632
INO80B,0.68479048,0.00843178
LINC01102,1.312140262,0.008440517
RGS11,1.048567857,0.008453493
MAEL,0.928058436,0.008459397
MTDHP1,1.275730982,0.008460705
AHI1,1.234531438,0.008467755
FAM76A,1.139896089,0.008477717
GLRB,1.188715296,0.008495687
GRIN3A,0.90975389,0.008499036
TPBGL,1.075328727,0.008502828
SYT4,1.375772098,0.008506729
XKR4,0.96176345,0.008523845
MTF2,1.082302155,0.008525806
FBLL1,0.756234237,0.008547004
BICDL1,1.008491445,0.008547375
METTL22,0.915656336,0.008547704
RAPGEF6,0.956212481,0.008551198
C17orf75,1.022026901,0.008553062
DQX1,1.740227523,0.008555177
SNRPD3,0.881022221,0.008561838
NLRP2B,1.31548281,0.008565435
FBXO21,0.631984746,0.008578773
LSM12,0.826294902,0.0085811
GPHN,0.953442712,0.008599774
HARS1,0.848212214,0.008610792
TXNRD2,0.710988112,0.008613742
DNAH1,1.090843118,0.008616353
ADAM23,1.191436702,0.008645887
EFTUD2,0.738711418,0.008650619
HMG20A,0.92783733,0.008659642
POLH,0.867908722,0.008662603
STXBP5L,1.345176811,0.008671018
L3MBTL2,0.732225627,0.008686366
PRRT3,0.787993404,0.008693036
TP53AIP1,1.365006484,0.008711701
PDCD11,0.779623695,0.008712642
TMEM169,1.175072838,0.00871451
LRRC34,1.002947872,0.008714784
OPLAH,0.755167157,0.008717553
PSMB3,1.325863755,0.008718507
PAK6,0.81656791,0.008740497
COG6,0.933996105,0.008745558
SCPEP1,1.002563475,0.008755024
ASIC3,1.046453593,0.008768875
CLYBL,1.064544962,0.00876958
GFUS,1.045589806,0.008773764
GABRB2,1.149693387,0.008784766
CMTM5,1.1043915,0.008794785
RIMBP2,0.919986283,0.0087978
FAAP100,0.710441928,0.008798299
AARSD1,0.932563337,0.008801232
SUMF2,0.827635194,0.008803226
TECPR1,0.67296505,0.008805434
TTC16,1.019467976,0.008815066
NEU3,0.963227559,0.008818362
PCSK2,1.178291086,0.008835351
CTNNBIP1,0.641372649,0.008861449
DPP6,1.000677534,0.008866125
GFRA2,0.919331051,0.008874522
SYP,0.913930047,0.008880102
ST8SIA3,1.30140843,0.008884772
KHDRBS3,0.952681737,0.008889568
PCDHB15,0.807256659,0.008895039
GAS2,1.624447134,0.008912247
GRIN1,0.73157428,0.008928321
GCA,1.065113565,0.008933525
SMIM10L2A,0.746259818,0.008950693
GPR61,1.381847101,0.00895584
DPH2,0.85696199,0.008976788
TMIGD3,1.0948466,0.008987343
CEND1,0.634193893,0.008989435
LYSMD4,0.840531705,0.009009328
EPHA5,1.036960284,0.009009663
ZNF589,0.848512431,0.009009948
LINC01250,1.150801149,0.009012648
TTC9C,0.938312938,0.009015214
ZZEF1,0.812321404,0.009016051
PEX10,1.017215766,0.009018404
MDH1,1.445355337,0.009023376
BEX4,1.1401143,0.009027653
LNX1,1.164139656,0.009028154
PKD2L1,1.659379167,0.009034612
STAC2,0.722579025,0.009044195
ACTG1P12,1.419619954,0.009047793
HSF2BP,1.067254484,0.009076344
NSUN5,0.722581087,0.009082464
SNX10-AS1,-1.078800591,0.009088179
HSP90B2P,1.401125088,0.009101805
PTPRD-AS1,0.972779756,0.009104058
CIT,1.053386926,0.009107768
CNTN5,1.633073249,0.00911845
MOSPD1,0.74859955,0.009124936
INHA,1.532225304,0.009130815
FCGR1B,1.373438167,0.009138304
HAPLN4,0.790764457,0.009145038
C1orf52,0.943635619,0.009145716
ZNF596,1.075413969,0.009160637
GRIK1,0.952114073,0.009166176
TUBB4B,0.867913669,0.009173583
RN7SKP53,1.483441898,0.009181205
MRPL9,0.848054916,0.009190113
DOLK,0.914871231,0.009192807
RIMS3,0.719012018,0.009198033
GABRA1,1.389690095,0.009221271
CFAP46,1.062510305,0.009223518
STIMATE-MUSTN1,1.146201548,0.009229835
ATP2B2,0.893999869,0.009233764
C2CD4B,-1.34527813,0.009237004
ANKRD46,0.94410351,0.009249121
SLITRK3,1.215897774,0.009252535
NOXRED1,1.242323124,0.009257705
HUS1B,1.005878706,0.009300135
AP1S1,0.870121877,0.009304349
SEC14L1P1,1.526471927,0.009310078
USF1,0.738107714,0.009353915
TAFA1,1.889203066,0.009366053
ZFP69B,1.07350549,0.009367074
ZNF641,1.023092678,0.009368631
CPLANE1,1.107970105,0.009370776
CHD5,0.842682886,0.009374653
TLR10,1.027665562,0.009381476
GOLGA8B,1.251717229,0.009383216
LOC145783,0.678419473,0.009391752
NCOA4,0.967337142,0.009408731
RAB4B,0.680705742,0.009425893
PCDHB13,0.724327341,0.009436376
GAP43,1.802075595,0.009443214
DAPK1,0.976560398,0.00944683
ZKSCAN3,0.886247982,0.009477073
ZNF541,0.946102497,0.009481153
ZFR2,0.800438878,0.00948288
NDUFAF7,1.23435627,0.009486949
EMC1,0.83552198,0.009493934
MRPS22,0.924158421,0.009497889
PICK1,0.90078266,0.009498584
SYT1,1.299725732,0.009504589
PGBD1,0.973651462,0.009527829
SLC35A3,0.65090111,0.009534933
MED14,1.065876178,0.009550972
CLEC18A,-0.818333848,0.00956879
TRAPPC13,1.125420444,0.009579051
FAM241B,1.002941697,0.009579761
GABARAPL1,0.954053664,0.009592906
TP53TG5,1.408436494,0.009615656
WDR61,1.011592576,0.009617504
BTBD16,1.360438758,0.009629917
PSMD3,0.708794275,0.009637004
RBM25,0.813325505,0.009639631
GLUD1P2,1.32962218,0.009643843
GGT7,0.868053197,0.009656676
CD200,1.221592746,0.009657163
SCN2A,1.229598835,0.009662536
IL1RL2,1.405555006,0.00968233
SV2B,1.20974053,0.009694194
SYCE1,1.057798947,0.009700295
TFR2,0.716535748,0.009707827
SCG5,1.288040517,0.009712563
SLC9A1,0.729293028,0.009722666
YWHAB,1.055053161,0.009727184
PLS3-AS1,1.199192012,0.009736769
KCNH3,0.743430502,0.009752021
UNC5C,0.886204151,0.009756714
NIPSNAP3B,1.40572975,0.009762669
LRRC73,0.726496285,0.009766147
IL1B,1.488874883,0.009771687
ATP2A1,1.422808118,0.009772222
TBX1,-3.945430198,0.00977485
MX1,0.776429426,0.009779872
BORCS5,0.780163638,0.00978221
ARHGAP20,1.13561899,0.009786749
WDR77,0.805936087,0.009798126
SAMD13,1.332016688,0.009800475
PDHA1,1.054210681,0.009803764
LRRC4C,1.05360738,0.009815557
GDI1,0.78654423,0.009815912
TEKT4,0.96694877,0.009823851
LAX1,1.006811016,0.009827493
CCDC171,0.967846041,0.009833278
MIR223HG,1.435606682,0.009834907
C6orf163,1.077471683,0.009839743
RABGEF1,0.775712426,0.009845531
POLL,0.729497127,0.009846707
MAN1B1,0.869050807,0.009858648
LINC02694,0.914606113,0.009860231
COL28A1,0.864256462,0.009862829
DCDC1,0.968685157,0.009864466
LDB1,0.647297746,0.009878122
CADPS,1.22103567,0.009878998
ARF3,0.775819857,0.009882078
C16orf87,0.728038593,0.009886058
B9D1,0.903312231,0.009886121
RTCA,1.46083654,0.009886978
XK,0.985991548,0.009911115
TMEM178B,0.763873909,0.009914309
ZNF432,0.753791049,0.009927102
IFTAP,1.1346923,0.009929899
MORN1,0.889229843,0.009930834
ODAD4,1.213822707,0.009942976
LOC339260,1.11438316,0.009963178
MRPS36,1.161125315,0.00996486
GLUD2,1.333663021,0.009968864
GNG3,1.255705583,0.009971204
OSBPL10,0.799486841,0.009971915
PODXL2,0.632838687,0.009986495
ZNF777,0.540095018,0.009987295
FBXW12,0.916872565,0.009988411
GRM5,1.04338145,0.00998987
KHDRBS2,0.936385998,0.010020989
PDE1A,1.136123169,0.010023079
MYG1,0.732963547,0.010031837
RHOXF1,1.329228567,0.010037286
LOC105370586,1.589716738,0.010038185
LOC100129573,1.391292744,0.010039558
ADGRE5,0.707309641,0.010047487
ASAH1-AS1,0.839926377,0.010050604
CAMKK1,0.750958589,0.010059551
GUSBP1,0.888689087,0.01006166
GALNTL6,1.039813377,0.01007374
SPHKAP,1.110399925,0.01007645
PILRA,0.807369803,0.010102118
PCDHA6,0.8998611,0.010108199
RNF215,0.653989025,0.010108458
CFAP410,0.574954233,0.010115789
PABPC1L2A,0.961311771,0.01012938
GEN1,1.623461926,0.010131087
ZIM2,1.181211933,0.010134365
LRPAP1,0.679957205,0.010141099
PCDHB11,0.898819337,0.010149661
PRMT8,1.439251927,0.010163419
ATP5IF1,1.104479372,0.010167589
NIT1,0.756610755,0.010175671
MRNIP,0.806352388,0.010180428
PARM1,1.119680828,0.010183537
AARS2,0.750101442,0.010185423
EBNA1BP2,1.019286108,0.010186691
ZNF133,0.764633151,0.010188771
MST1,0.829121075,0.010205114
RHOBTB2,1.004492122,0.010207807
MRPS21,0.764719982,0.010209925
SLC17A6,1.654523995,0.010215478
FOXO4,-0.653608399,0.010222206
MAGI1,0.754167797,0.010247379
LOC101927815,1.11231847,0.010256369
CEP72,0.715681132,0.01027217
LCLAT1,0.827478949,0.010272726
CREBZF,0.802226439,0.01027388
SLC8A3,1.624964833,0.010277335
EPM2AIP1,1.339167663,0.010279085
ZNF487,0.872978209,0.010283364
NSG1,1.025482153,0.010288589
MRTO4,0.833231535,0.010303445
RNF25,0.768137826,0.010326775
DOCK3,0.897951137,0.010328748
EDF1,0.806035461,0.010331572
TBC1D8-AS1,1.313530527,0.010343392
UQCC1,0.777926992,0.010363663
AGBL4,1.294041914,0.01037098
MPV17,0.894495366,0.01037533
LRRTM1,0.81003647,0.010384592
OGFOD2,0.733796917,0.010386674
PCP4,1.463695931,0.010389861
FRMPD4,1.022339942,0.010411077
THAP6,0.926642034,0.010411999
TRAM1L1,1.211054861,0.010414345
PTPN3,1.024766031,0.010422
RNF213-AS1,1.074695436,0.010424703
TUBGCP2,0.866644328,0.010426196
TBC1D24,0.553004788,0.010426917
ZFP37,1.385237336,0.010432864
CCDC183,0.908649245,0.010439813
ZNF625,1.007398537,0.010447695
CTRC,1.185531718,0.010463491
MDH2,0.753072573,0.010468269
RPS27P16,1.165701286,0.010470381
SMIM10L2B,0.915362151,0.010473145
CCDC14,1.017303959,0.010490192
LOC100289518,1.064200629,0.010507727
MAP9,0.881544839,0.010512702
PLCH1,1.336422541,0.010519847
SEPTIN6,0.790070538,0.010527681
IGHEP2,0.916691061,0.010541132
ANKRD23,0.745052785,0.010542903
VSNL1,1.522126843,0.010543261
RNASEH2A,0.953634884,0.01054751
NT5M,0.638755902,0.010549319
C2orf80,1.212447016,0.010556696
ZNF551,0.914798064,0.010558431
SLC25A21-AS1,1.243552257,0.010587297
VWDE,1.800923319,0.010589068
NIT2,0.866225943,0.010610515
NUDT18,0.944726635,0.01061103
HECW2,0.900194963,0.010612096
UPF3A,0.669075039,0.010615466
EML6,1.067375771,0.010634574
PHACTR1,1.047525077,0.010655434
DDX25,1.137955457,0.010659628
SPAG6,1.355576756,0.010691365
ARPC4,0.96709265,0.010696536
GAPLINC,0.905665587,0.01069838
PCDHA9,0.987922484,0.010712491
GPI,0.852640114,0.010724833
LINC01607,1.321508174,0.010729437
LINC01721,1.593742779,0.010731168
PPIE,0.75129182,0.010732892
H2BC15,1.517445191,0.010747249
KALRN,0.975183163,0.010751077
CAMKV,0.889939237,0.01075583
ME3,0.904150077,0.010761763
ZNF385C,0.777372048,0.01078653
VIPR1,0.771214974,0.010788541
NDUFA9P1,1.00297665,0.010797838
CCNA1,1.203702187,0.010811695
OXCT2,0.946864413,0.010811847
FBXO22,0.865569564,0.010813517
SKP1,1.098496148,0.010849445
SCRN2,0.7461722,0.010858975
CADM2,0.716401438,0.010880947
UBE2N,0.918892285,0.010881295
C1orf220,1.09877993,0.010889498
FOXL2,-1.296965105,0.010890105
ZNF41,0.886194498,0.010895744
MLLT11,1.12054073,0.010904704
FBN1,0.882661459,0.010910349
STX16-NPEPL1,1.398950749,0.010919624
KCNH8,1.252901914,0.010924225
RFESD,1.362972059,0.010936139
DDX19B,0.775732606,0.010957401
MFN1,1.076563794,0.010964554
SLC4A10,1.18213492,0.011001212
NDUFB6,0.915877891,0.0110065
ACO1,0.816450596,0.011011008
DPP10,0.983866432,0.011011802
SV2A,0.914921992,0.011037743
SULT4A1,0.959852308,0.011042775
ENG,-1.068042132,0.011051913
NUP155,0.710740848,0.011056036
EPCAM,1.133419487,0.011057233
LINC00662,0.63585049,0.011061167
RNF34,0.924667584,0.011070039
DGKB,1.112966985,0.01107905
FAXC,1.193591955,0.011093691
VWA3A,1.054307061,0.011100863
CCDC148,0.768214516,0.011103182
REEP1,0.859731515,0.011127839
DOP1B,0.894713397,0.011174069
RAPGEF4,0.860479651,0.011183976
ATP9B,0.610854171,0.011223327
CYRIB,0.87138599,0.011224631
THY1,1.776217759,0.0112409
IKBKG,0.802706266,0.011246633
DDI2,0.637164472,0.011256473
PRX,-0.917217872,0.01126304
PLAC8,1.088026084,0.011267272
LINC01664,1.326856726,0.011270624
TRMT6,0.912512365,0.011280487
PARTICL,1.049609606,0.011291485
MTHFR,0.658424812,0.011292124
SERTM1,1.554667917,0.011298617
RPE,1.050694018,0.011299129
CT69,1.017931741,0.011312106
LAMA4,0.801835652,0.011314421
MAP3K13,0.85753964,0.01132036
FBXL12,0.70543076,0.011325744
LOC105371648,1.166934875,0.011328396
CES2,0.691172336,0.011336891
SUN1,0.787237111,0.011350362
BORCS8,0.603853774,0.011353609
TTLL3,0.738105237,0.011367304
COA1,0.849921244,0.011370257
ZFP28,0.756464785,0.011371037
CALM3,0.927480666,0.011373258
NDRG4,0.716942993,0.011374301
ZNF512B,0.571246472,0.011377282
CCS,0.769591626,0.011377986
LINC01561,-0.888960816,0.011388563
MIR124-2HG,1.157140659,0.011394041
PCDHAC2,0.927902466,0.011397226
FPGT-TNNI3K,1.682233507,0.011412672
PPL,1.097461109,0.011421525
FBXW9,0.855721402,0.011432715
ELAVL2,1.056627385,0.011433881
SOHLH2,1.369652961,0.011439361
LCN10,-1.605382128,0.011451624
ACOX3,0.657394599,0.011476529
BTBD8,1.172942828,0.011485187
WDR97,0.932640745,0.011497773
CHML,1.439901014,0.011507732
NYAP2,1.079631741,0.011512368
LOC102724776,0.925234963,0.011514751
TRPC4AP,0.734110249,0.011522753
LINC00486,0.88833384,0.011532187
THRAP3P3,1.086489292,0.011540729
CASC2,0.763434477,0.011550282
DDHD2,0.887335413,0.011551002
KYAT1,0.719842412,0.011554544
ZNF780B,1.170733616,0.011574437
TPRXL,1.019884605,0.011594805
NAT10,0.726768415,0.011607363
FOCAD,1.019681051,0.011610647
SLC4A5,0.965702882,0.011636171
NELL2,1.14105686,0.011638267
NDST3,0.925608016,0.011651397
TENM1,1.031941214,0.01165699
ZNF843,0.655362311,0.011658361
SCG2,1.556530354,0.011663648
R3HDM1,1.152574147,0.011663819
ZNF629,0.670548413,0.011673713
MAP7D2,1.235270531,0.011675118
PSTPIP2,1.251673737,0.011680145
C11orf65,1.24654686,0.011684941
ALKBH3,0.947550325,0.011706254
FNBP4,0.8719283,0.011738697
CADPS2,0.890103756,0.01174313
PRORP,1.791858344,0.011744471
ERICH1,0.670745632,0.011761903
SEPTIN5,0.672530886,0.011775692
SF3A2,0.631812167,0.011788451
RDH13,0.707215711,0.011789699
CCSER1,1.197199655,0.011795024
TSPYL5,0.898987622,0.011799668
TMEM63C,0.927034965,0.011800869
MEG3,1.109927208,0.011801134
CEP131,0.692163551,0.011814163
FSTL5,1.268489957,0.01183599
LETMD1,0.836418743,0.011852908
TRMO,1.017291615,0.01185698
DCAF16,0.780253912,0.01186491
C15orf61,0.895786155,0.011866955
PDZD7,0.824887014,0.011873563
TBC1D32,0.645941242,0.011878537
MICAL1,0.793770306,0.011880458
HSD52,1.239690969,0.0118907
TRIM35,0.686424205,0.011892189
NUP37,1.079666715,0.011898979
SPTLC2,1.486494493,0.011922978
SLC4A1AP,0.821575132,0.011925647
CDK14,1.06996964,0.011927433
CD99L2,0.834740672,0.011933139
DTWD2,0.826039497,0.011935564
LCN12,0.835357473,0.01194008
PTPDC1,0.998070674,0.011961191
GAS7,0.8538363,0.011964044
HR,0.824166604,0.011986381
TMLHE-AS1,1.299764096,0.011996444
KHDRBS1,0.725038018,0.012003119
IQCM,1.058915165,0.012007648
PRKAG1,0.791101528,0.012013863
BPNT1,1.036407016,0.01201968
LINC02359,1.066903001,0.012021687
DCAF4,0.997243595,0.012036229
AFAP1-AS1,1.010657924,0.012037543
FXYD7,0.947377108,0.012038228
ADAT2,1.379196222,0.012039805
SZT2,0.968942403,0.012050008
PHTF2,0.963747811,0.012065548
SCRN3,0.930095292,0.012065896
ERCC8,0.723783073,0.012073383
ZNF184,1.109431028,0.012073471
ZNF767P,0.773207107,0.012073897
RAB6C,1.377850092,0.012084644
MRPL2,1.00289057,0.01208842
CHPF2,0.714277993,0.012089841
PLA2G7,1.327367317,0.012102789
YWHAZ,0.970194971,0.012108421
SEMA3B,0.836189598,0.012117944
PLXNA4,0.964235405,0.012118698
LGI3,0.749016614,0.012132678
VPS39,1.105338569,0.012135647
MUC19,1.593435679,0.012138561
LINC01962,1.033814262,0.012144764
TRAPPC2L,0.76339631,0.012145129
OSBPL6,1.021669693,0.012147887
ARSG,0.749328849,0.012165149
GTF3C2-AS1,1.086881085,0.012173312
CDH12,1.127715456,0.012200496
MAGED2,0.890388877,0.012223265
EBAG9P1,1.061694442,0.012227117
CNOT10,0.717980856,0.012227817
PRDM2,0.818561675,0.012230988
MCF2,1.318212684,0.012237138
ZNF540,1.178090664,0.01224154
GRIK2,1.135452866,0.01224385
SOSTDC1,1.667243178,0.012247407
BRF2,0.819851855,0.012250344
NME7,0.697910655,0.012260245
XKRX,1.063065024,0.012260805
GAR1,0.927741007,0.012275469
FAM162B,0.911997016,0.012279112
FAHD2B,1.04680463,0.012280486
DUS1L,0.553102398,0.012283257
ENTPD4,0.832816072,0.012286535
ANKRD16,0.702182512,0.012288007
CSRNP3,1.272007533,0.012295058
H4C5,0.994212479,0.012300983
CARNS1,1.441269753,0.012311996
ZNF790-AS1,0.822145925,0.012313511
SNAP91,0.861317597,0.012315201
LOC392266,1.327305668,0.012326985
ATP13A1,0.735194743,0.012330278
MPV17L2,0.671149061,0.012334725
SEC16B,1.295827056,0.012340602
SLC4A8,1.171167903,0.012345081
HTN1,0.900619088,0.012357629
ZNF620,1.002637026,0.012368105
CSRNP2,0.665125803,0.012371902
LOC105374338,0.967144703,0.012391043
ANXA6,0.948849094,0.0124138
BMS1P4,0.846473669,0.012414157
DELE1,0.729136119,0.012415522
COQ3,0.93981189,0.012418792
PTTG2,1.056945159,0.012421627
REPS1,0.881295009,0.012424738
ZNF71,0.575022737,0.012427176
TARS3,0.674581306,0.012427878
PNMA2,0.920013146,0.012452825
JAK2,0.951274449,0.012454383
RIOK3,0.932254948,0.012455082
ZNF555,0.835847178,0.012459316
LINC00326,1.417060288,0.01246304
KRT17P6,2.056076733,0.012467764
ZNF155,1.004766339,0.012469025
GINM1,0.856462479,0.012471281
TECTA,1.45600111,0.012480894
SCOC-AS1,1.252900046,0.012484494
MIPEP,0.764136058,0.012494103
PIP4K2C,0.88168962,0.012499507
OTOG,-2.369659625,0.012503113
CT75,1.139569976,0.012503243
CDK5R2,0.677418136,0.01250386
LOC283045,1.161924474,0.012506142
PTGER4P2-CDK2AP2P2,0.938050959,0.012526004
GUSBP11,0.764414666,0.012529973
ZRANB2,1.05128214,0.012577825
PTPN20,1.124157419,0.012587548
DHDDS,0.80560554,0.01260921
FOSB,1.136561271,0.012609603
AVL9,0.656855465,0.012618327
PPIH,1.146893369,0.012638734
TRIM61,1.124609219,0.012645705
LOC643630,1.434292526,0.012647512
LINC00668,1.027011946,0.012654282
CBX8,0.773772454,0.012656235
ZNF671,0.889297213,0.01266271
UTP15,1.134804971,0.01266362
GAPDHP58,1.26023493,0.012668352
MST1L,1.278063118,0.012703966
ZNF285,0.994739239,0.012707785
NEK10,1.295629159,0.012715925
SPTB,0.841904363,0.012751041
SYT5,0.78759084,0.012762992
VPS53,0.792270298,0.012787711
SGSM2,0.579575744,0.012794217
SNX22,0.801948264,0.012794807
ZNF304,1.341429635,0.01279921
RTN3,0.889958497,0.012811785
PLK2,1.116880369,0.012814464
DLAT,1.678574755,0.012827547
LANCL2,1.245926666,0.012829404
ISLR2,0.814180657,0.01283363
ELAPOR2,1.003237223,0.012841438
ANAPC1P2,0.748060957,0.012849705
KRT18P5,1.140908481,0.012852605
CFAP92,0.91690786,0.012887041
RASD2,0.656245055,0.012889806
ZNF674,0.75389347,0.012894587
ATP2B1,1.421530421,0.012898231
DCAF8,0.811576798,0.012901517
ABCA10,1.170115371,0.012935709
EMILIN3,0.746242054,0.012937026
CCDC13-AS1,1.134565468,0.012939703
ELP6,0.807986021,0.01294176
GRIK3,0.698749492,0.012947694
ATP13A2,0.599370476,0.012964448
CSMD1,1.207402984,0.012975693
VWC2L,1.232942736,0.012979112
LRRC28,1.094978687,0.012986142
SARS1,0.890108429,0.012989638
ZNF721,0.930518885,0.012993983
PITPNM3,0.648801904,0.013003176
MOGS,0.790151722,0.013008119
APEH,0.70324528,0.013013691
TMEM163,0.931174764,0.013024845
TMEM132E,0.897366688,0.013026573
PLD3,0.71210292,0.01303508
ADPRM,1.135232668,0.013040225
VPS13A,1.075006976,0.013045733
PCDHA7,0.901087677,0.013047174
PIGG,0.703369574,0.013054152
PRKAR1B,0.679896354,0.0130681
AA06,1.374047702,0.013070064
GABRA4,1.071684402,0.013104061
ACADSB,0.93384346,0.013111351
DHX35,0.912289067,0.013118634
FHOD3,0.712819325,0.013132942
GSTK1,0.64094537,0.01314006
LNP1,0.998961888,0.013140429
